id_cliente,nombre_estudiante_om,edad_declarada,ingreso_mensual_ars,sucursal_registro,fecha_inscripcion,id_sesion_basura_99,color_favorito_hex
1398,Luciano Y.,54.0,30576,mendoza,13/08/26,SYS-ID-38746,#3357FF
1767,Rocío Sgrignieri,41.0,40424,mendoza,2026.08.10,SYS-ID-80284,#FF33F5
1884,Rocío S.,40.0,28185,S Rafael,2026-08-11,SYS-ID-21395,#FF5733
1218,S. Martinez,19.0,,maipu,12/08/2026,SYS-ID-51347,#FF5733
CLI_1005,Facundo Cortiñas,44.0,15550,Maypu,10-08-2026,SYS-ID-22280,#57FF33
1769,Abril C.,58.0,20287,Maipú,13/08/26,SYS-ID-48427,#33FF57
1643,S. Martinez,60.0,31629,Godoy Cruz,11/08/2026,SYS-ID-21915,#33FF57
1934,Juan Gomez  ,59.0,,san rafael,2026-08-10,SYS-ID-22156,#33FF57
1613,juan gomez,28.0,21577,S Rafael,2026.08.10,SYS-ID-83000,#3357FF
1739,ana perez,43.0,21152,maipu,13/08/2026,SYS-ID-48427,#F0FF33
1547,María Rodríguez,66.0,37111,san rafael,2026-08-11,SYS-ID-48427,#F0FF33
1726,María Rodríguez,38.0,,Maipú ,13/08/2026,SYS-ID-62581,#FF33F5
1954,Luciano Y.,69.0,40121,Mendza,2026-08-13,SYS-ID-20322,#3357FF
1684,Lucas Garcia ,24.0,25098,Gpe Cruz,2026-08-13,SYS-ID-62350,#33FFF0
1099,Luciano Y.,24.0,32481,San Rafael ,2026.08.10,SYS-ID-88504,#3333FF
1805,Rocío Sgrignieri,21.0,No declara,Gpe Cruz,2026.08.10,SYS-ID-40021,#FF33F5
1728,abril cioffi,25.0,17580,San Rafael,10/08/2026,SYS-ID-99166,#FF33F5
1574,abril cioffi,18.0,24576,Mendoza ,10-08-2026,SYS-ID-44522,#F0FF33
1407,Luciano Y.,72.0,19804,san rafael,2026-08-11,SYS-ID-64987,#FF33F5
cli-1503,Juan Gomez  ,71.0,33699,mendoza,FALTA_REGISTRO,SYS-ID-95909,#3357FF
1048,Sofia Martinez,19.0,,san rafael,2026/08/11,SYS-ID-99593,#F0FF33
CLI_1033,Abril Cioffi,39.0,17280,Mendza,2026-08-13,SYS-ID-74042,#3357FF
1780,Facundo C.,19.0,20411,S. Rafael,2026-08-10,SYS-ID-21915,#F0FF33
1840,Agustin Lopez,63.0,15854,S Rafael,11/08/2026,SYS-ID-21226,#FF33F5
1201,Sofia Martinez,69.0,42768,S Rafael,12-08-2026,SYS-ID-19358,#57FF33
1135,Sofía Martínez,,36464,San Rafael ,12-08-2026,SYS-ID-40495,#F0FF33
CLI_1028,Rocío Sgrignieri,32.0,21656,Mendoza,FALTA_REGISTRO,SYS-ID-62350,#33FF57
1916,juan gomez,45.0,18947,Maipu  ,,SYS-ID-24621,#3357FF
1231,Agustin Lopez,40.0,40715,G. Cruz,2026-08-12,SYS-ID-87397,#33FF57
cli-1490,Sofía Martínez,41.0,113480,Gpe Cruz,2026-08-11,SYS-ID-26361,#FF33F5
cli-1773,Ana Perez ,51.0,14696,G. Cruz,12/08/2026,SYS-ID-94259,#3333FF
1379,Damian Garcia,58.0,9999999,Maypu,2026-08-10,SYS-ID-79352,#3357FF
1289,Luciano Yllarreta,71.0,23384,Mendozza,12/08/2026,SYS-ID-73699,#F0FF33
1419,Rocío Sgrignieri,31.0,28364,Maipú ,10-08-2026,SYS-ID-10851,#33FF57
1675,Facundo Cortiñas,38.0,44196,Mendza,13-08-2026,SYS-ID-14165,#FF33F5
1392,Abril C.,-7.0,29923,San Rafael ,2026-08-11,SYS-ID-40021,#57FF33
1593,ana perez,74.0,17254,godoy cruz,2026-08-12,SYS-ID-88907,#33FF57
1499,María Rodríguez,63.0,,S. Rafael,13-08-2026,SYS-ID-58520,#3357FF
1139,Ana Perez,39.0,36118,Godoy Cruz ,13-08-2026,SYS-ID-51347,#F0FF33
1063,Maria Rodriguez,62.0,38244,maipu,FALTA_REGISTRO,SYS-ID-36062,#F0FF33
1472,S. Martinez,-9.0,37842,Mendza,2026/08/10,SYS-ID-62350,#FF5733
1648,Ana Perez,41.0,27753,Mendza,2026-08-12,SYS-ID-28726,#57FF33
1129,luciano yllarreta,,27451,godoy cruz,12-08-2026,SYS-ID-85674,#FF5733
1223,Agustín López,29.0,32915,S. Rafael,13/08/26,SYS-ID-99353,#FF33F5
1521,Juan Gomez,53.0,25538,maipu,12/08/2026,SYS-ID-69429,#3357FF
1839,María Rodríguez,27.0,14250,Maipú ,10-08-2026,SYS-ID-93320,#3333FF
1297,Ana Perez ,60.0,34003,G. Cruz,FALTA_REGISTRO,SYS-ID-48427,#FF33F5
1065,Sofia Martinez,66.0,,San Rafael ,2026-08-12,SYS-ID-44718,#3333FF
1813,María Rodríguez,29.0,42385,S. Rafael,2026-08-13,SYS-ID-82512,#3333FF
cli-1015,Lucas Garcia,27.0,25803,S Rafael,11-08-2026,SYS-ID-24371,#3333FF
1157,S. Martinez,38.0,20029,San Rafael ,2026.08.10,SYS-ID-81426,#FF5733
1041,Maria Rodriguez,24.0,32444,Maipu  ,2026-08-13,SYS-ID-18675,#FF33F5
1493,Damian Garcia,74.0,14523,Maipú,13-08-2026,SYS-ID-21395,#FF33F5
cli-1380,Juan Gomez,43.0,17578,S. Rafael,12-08-2026,SYS-ID-92397,#57FF33
1188,maria rodriguez,67.0,39548,Godoy Cruz,2026-08-13,SYS-ID-42325,#57FF33
,Julieta A.,,No declara,S. Rafael,12-08-2026,SYS-ID-87397,#FF5733
1217,Lucas Garcia,-11.0,29679,Mendoza ,2026-08-11,SYS-ID-70142,#3333FF
1922,Luciano Y.,28.0,,Godoy Cruz,11/08/2026,SYS-ID-69429,#33FF57
1792,Maria Rodriguez,50.0,,Mendoza,,SYS-ID-74042,#3333FF
1053,maria rodriguez,34.0,43308,Mendoza ,2026-08-13,SYS-ID-76784,#33FF57
CLI_1879,Julieta Aparo,56.0,40464,Gpe Cruz,13/08/26,SYS-ID-83563,#57FF33
cli-1338,Rocio Sgrignieri,27.0,12609,S. Rafael,10-08-2026,SYS-ID-30032,#33FFF0
1749,facundo cortinas,51.0,26715,MENDOZA,13/08/2026,SYS-ID-18326,#3333FF
1720,Sofia Martinez,46.0,44082,Godoy Cruz ,2026.08.10,SYS-ID-24371,#3357FF
1725,Facundo C.,68.0,20703,Mendza,13-08-2026,SYS-ID-72296,#3333FF
1296,Agustin Lopez ,24.0,21217,S Rafael,2026/08/11,SYS-ID-59735,#F0FF33
cli-1702,luciano yllarreta,49.0,25725,maipu,FALTA_REGISTRO,SYS-ID-42098,#F0FF33
1252,julieta aparo,59.0,9999999,godoy cruz,2026/08/11,SYS-ID-94259,#33FF57
1727,Julieta Aparo,60.0,30178,Maypu,2026-08-11,SYS-ID-50306,#FF5733
1462,Julieta A.,62.0,18822,Mendozza,2026-08-13,SYS-ID-24371,#F0FF33
1456,Abril C.,38.0,No declara,Maipú,10/08/2026,SYS-ID-54597,#3357FF
1271,Juan Gomez  ,22.0,30501,S. Rafael,13-08-2026,SYS-ID-13278,#F0FF33
1816,L. Garcia,54.0,9999999,Godoy Cruz ,12-08-2026,SYS-ID-30033,#3333FF
1863,María Rodríguez,65.0,36258,san rafael,13/08/2026,SYS-ID-57576,#3333FF
1270,Abril C.,22.0,19825,Maipú,10/08/2026,SYS-ID-44671,#FF33F5
,Agustin Lopez ,19.0,39366,S. Rafael,12/08/2026,SYS-ID-35203,#57FF33
CLI_1162,S. Martinez,53.0,19786,Mendza,2026-08-13,SYS-ID-17331,#F0FF33
1556,Rocío S.,42.0,15936,San Rafael ,11-08-2026,SYS-ID-44671,#3333FF
CLI_1730,Damian Garcia,43.0,44209,Mendoza,2026-08-11,SYS-ID-95909,#FF5733
1402,Facundo Cortiñas,41.0,40112,san rafael,13/08/26,SYS-ID-31643,#57FF33
1703,Julieta A.,29.0,44995,MENDOZA,12/08/2026,SYS-ID-70142,#33FF57
cli-1477,Ana Perez,57.0,30853,Mendoza,10-08-2026,SYS-ID-99593,#3333FF
,ana perez,44.0,30896,Godoy Cruz ,12-08-2026,SYS-ID-70217,#3357FF
1772,Facundo C.,43.0,39854,godoy cruz,12-08-2026,SYS-ID-40512,#33FF57
1106,Facundo Cortiñas,46.0,26127,Maipú,13/08/2026,SYS-ID-87236,#33FFF0
1566,Damian Garcia,55.0,16720,MENDOZA,13/08/26,SYS-ID-89818,#FF5733
1390,Lucas Garcia ,29.0,21581,Gpe Cruz,10/08/2026,SYS-ID-57400,#3333FF
cli-1002,Agustin Lopez ,,,maipu,2026/08/11,SYS-ID-24592,#33FF57
,Ana Perez,26.0,No declara,S Rafael,13/08/2026,SYS-ID-85674,#3357FF
1501,Sofia Martinez,55.0,41736,Godoy Cruz ,2026-08-10,SYS-ID-39871,#33FFF0
1562,Julieta Aparo,-8.0,31002,Maypu,10/08/2026,SYS-ID-51347,#FF33F5
1932,Facundo C.,26.0,43998,MENDOZA,2026-08-12,SYS-ID-37653,#57FF33
1081,Lucas Garcia ,75.0,14583,S. Rafael,10/08/2026,SYS-ID-80381,#F0FF33
,S. Martinez,21.0,43667,Gpe Cruz,FALTA_REGISTRO,SYS-ID-18326,#57FF33
1035,Luciano Yllarreta,40.0,37558,Godoy Cruz ,2026/08/11,SYS-ID-28131,#FF33F5
1943,Abril C.,,21665,Gpe Cruz,10-08-2026,SYS-ID-80697,#57FF33
1776,Damian Garcia,30.0,28385,S. Rafael,11-08-2026,SYS-ID-80284,#3357FF
1509,Agustin Lopez,44.0,33875,Godoy Cruz,11/08/2026,SYS-ID-13278,#FF33F5
1428,Julieta Aparo,41.0,28889,Godoy Cruz,FALTA_REGISTRO,SYS-ID-30926,#F0FF33
1455,Rocío Sgrignieri,22.0,37394,San Rafael,13/08/26,SYS-ID-31643,#3357FF
1067,María Rodríguez,63.0,29919,Godoy Cruz ,13/08/26,SYS-ID-39871,#3333FF
1367,Agustín López,29.0,16880,Mendozza,10-08-2026,SYS-ID-40021,#FF5733
1092,Agustin Lopez ,27.0,12185,San Rafael ,2026.08.10,SYS-ID-54597,#33FFF0
1340,Agustín López,71.0,25216,Godoy Cruz,2026-08-12,SYS-ID-22676,#FF5733
1898,Agustin Lopez ,31.0,37917,Mendza,13/08/2026,SYS-ID-52504,#3357FF
1565,juan gomez,,,MENDOZA,11/08/2026,SYS-ID-89818,#3333FF
1346,Maria Rodriguez,137.0,22446,Mendoza ,13/08/26,SYS-ID-99166,#3333FF
1777,Damian Garcia,18.0,30471,Godoy Cruz,2026-08-13,SYS-ID-84341,#FF5733
1242,Juan Gomez  ,46.0,39862,Mendoza ,2026/08/11,SYS-ID-97841,#FF5733
1014,Facundo C.,63.0,12512,maipu,10-08-2026,SYS-ID-46421,#33FFF0
CLI_1316,S. Martinez,67.0,13897,Mendozza,11/08/2026,SYS-ID-13905,#FF33F5
1601,facundo cortinas,27.0,,maipu,12/08/2026,SYS-ID-93748,#33FFF0
1388,D. Garcia,75.0,42939,Maypu,12-08-2026,SYS-ID-45093,#FF33F5
1274,abril cioffi,-7.0,39513,Gpe Cruz,2026.08.10,SYS-ID-41385,#33FFF0
1167,Maria Rodriguez,64.0,36916,Mendza,2026/08/11,SYS-ID-98696,#33FF57
1841,Ana Perez,67.0,9999999,Gpe Cruz,2026-08-12,SYS-ID-36071,#3357FF
1021,Agustin Lopez ,47.0,26915,san rafael,FALTA_REGISTRO,SYS-ID-26361,#57FF33
1647,D. Garcia,19.0,24225,Maipu  ,13-08-2026,SYS-ID-46434,#57FF33
1819,Luciano Yllarreta,55.0,17265,Maipú,13/08/2026,SYS-ID-57052,#57FF33
1485,Agustin Lopez ,54.0,9999999,S. Rafael,12/08/2026,SYS-ID-42325,#3357FF
1127,Lucas Garcia ,21.0,36327,maipu,10-08-2026,SYS-ID-31319,#33FF57
1505,Abril C.,42.0,40005,maipu,,SYS-ID-86484,#3357FF
1832,S. Martinez,,17707,S. Rafael,13-08-2026,SYS-ID-55082,#3333FF
1244,Lucas Garcia ,70.0,15890,Maipu  ,11-08-2026,SYS-ID-24621,#3357FF
1567,Juan Gomez  ,59.0,No declara,Mendozza,2026-08-12,SYS-ID-81426,#3333FF
1876,Lucas Garcia ,65.0,14071,Mendozza,13/08/26,SYS-ID-59009,#33FFF0
1563,Luciano Yllarreta,58.0,43883,mendoza,13-08-2026,SYS-ID-73699,#FF33F5
1994,Juan Gomez,33.0,14960,Mendoza,2026-08-12,SYS-ID-35203,#3357FF
1687,Sofía Martínez,26.0,31687,san rafael,2026-08-12,SYS-ID-99166,#FF5733
1958,Rocío Sgrignieri,69.0,29070,MENDOZA,2026.08.10,SYS-ID-33416,#FF5733
1190,juan gomez,47.0,39795,maipu,2026/08/11,SYS-ID-47930,#3333FF
1783,Lucas Garcia,46.0,31965,mendoza,2026-08-11,SYS-ID-98696,#3333FF
1976,Ana Perez,62.0,44331,Maypu,10-08-2026,SYS-ID-17331,#33FF57
1700,Agustin Lopez ,61.0,42701,Mendza,2026-08-13,SYS-ID-95909,#F0FF33
1476,Facundo C.,46.0,,san rafael,12-08-2026,SYS-ID-22156,#33FF57
1682,Abril Cioffi,21.0,36994,mendoza,2026-08-11,SYS-ID-96673,#57FF33
1511,juan gomez,30.0,34147,Gpe Cruz,10/08/2026,SYS-ID-93748,#3357FF
1059,María Rodríguez,,9999999,S. Rafael,2026-08-12,SYS-ID-44718,#33FF57
cli-1475,luciano yllarreta,40.0,106440,Maipú ,2026-08-12,SYS-ID-55082,#F0FF33
cli-1561,Damian Garcia,40.0,31846,godoy cruz,,SYS-ID-93748,#33FF57
1857,Agustín López,54.0,22750,Godoy Cruz ,12/08/2026,SYS-ID-28726,#57FF33
,Facundo Cortiñas,59.0,,S Rafael,13/08/2026,SYS-ID-93320,#33FF57
1253,Juan Gomez,22.0,No declara,san rafael,13-08-2026,SYS-ID-13278,#FF5733
1022,ana perez,35.0,38193,maipu,2026-08-10,SYS-ID-46463,#33FFF0
1314,Sofia Martinez,61.0,,san rafael,13-08-2026,SYS-ID-79163,#F0FF33
1460,Rocío S.,64.0,,S. Rafael,,SYS-ID-91070,#33FF57
1161,julieta aparo,41.0,,MENDOZA,11/08/2026,SYS-ID-38785,#33FFF0
1277,Abril C.,35.0,25284,Mendza,10-08-2026,SYS-ID-22156,#33FF57
1956,Maria Rodriguez,31.0,,Mendoza,2026.08.10,SYS-ID-23434,#33FF57
1192,ana perez,-15.0,15190,san rafael,2026-08-13,SYS-ID-44718,#FF33F5
1386,Sofia Martinez,29.0,17372,San Rafael ,2026.08.10,SYS-ID-60432,#FF33F5
1806,Rocío Sgrignieri,56.0,41080,S Rafael,12/08/2026,SYS-ID-49117,#FF5733
1414,Luciano Y.,34.0,9999999,Maipú,2026/08/10,SYS-ID-16175,#33FFF0
1492,facundo cortinas,45.0,14741,Maipú ,2026-08-13,SYS-ID-41571,#F0FF33
CLI_1344,Juan Gomez  ,,No declara,Maypu,12-08-2026,SYS-ID-44718,#33FFF0
1770,ana perez,42.0,36527,Gpe Cruz,2026-08-11,SYS-ID-93227,#F0FF33
1309,Agustín López,184.0,,Godoy Cruz ,2026.08.10,SYS-ID-24621,#33FFF0
1662,Lucas Garcia ,,32024,S Rafael,10-08-2026,SYS-ID-59797,#FF33F5
1131,Sofía Martínez,18.0,13245,San Rafael ,2026.08.10,SYS-ID-71348,#57FF33
1664,Abril C.,30.0,,Godoy Cruz,2026-08-13,SYS-ID-25014,#FF33F5
,facundo cortinas,40.0,No declara,Godoy Cruz,2026-08-11,SYS-ID-37653,#F0FF33
1088,Damian Garcia,65.0,39189,Maypu,13/08/26,SYS-ID-10425,#57FF33
1331,maria rodriguez,21.0,,San Rafael ,2026-08-11,SYS-ID-99353,#3357FF
1467,María Rodríguez,176.0,28374,san rafael,2026-08-12,SYS-ID-95181,#57FF33
1122,Luciano Yllarreta,39.0,18124,Maypu,12-08-2026,SYS-ID-42098,#F0FF33
1861,Abril Cioffi,56.0,,MENDOZA,2026-08-13,SYS-ID-15695,#F0FF33
